date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:00	91439/91439	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:27%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_007.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_007.jpg	(from https://syra.pikarthouse.com/)
21:02:00	26463/26463	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:17%20GMT	https://syra.pikarthouse.com/project/design-thinking/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/design-thinking/index.html	(from https://syra.pikarthouse.com/)
21:02:00	28352/28352	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:18%20GMT	https://syra.pikarthouse.com/project/vivid-romance/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/vivid-romance/index.html	(from https://syra.pikarthouse.com/)
21:02:00	23657/23657	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:01%20GMT	https://syra.pikarthouse.com/project-category/creative/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project-category/creative/index.html	(from https://syra.pikarthouse.com/)
21:02:00	25664/25664	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:20%20GMT	https://syra.pikarthouse.com/project/pure-fantasy/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/pure-fantasy/index.html	(from https://syra.pikarthouse.com/)
21:02:00	21448/21448	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:19%20GMT	https://syra.pikarthouse.com/project/minimalism/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/minimalism/index.html	(from https://syra.pikarthouse.com/)
21:02:01	80439/80439	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:29%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_008.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_008.jpg	(from https://syra.pikarthouse.com/)
21:02:01	37712/37712	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:31%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_009.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_009.jpg	(from https://syra.pikarthouse.com/)
21:02:01	20300/20300	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:04%20GMT	https://syra.pikarthouse.com/project-category/photography/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project-category/photography/index.html	(from https://syra.pikarthouse.com/)
21:02:01	19368/19368	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:00%20GMT	https://syra.pikarthouse.com/project-category/art-direction/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project-category/art-direction/index.html	(from https://syra.pikarthouse.com/)
21:02:02	10619/10619	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2020:20:18%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_010_.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_010_.jpg	(from https://syra.pikarthouse.com/)
21:02:02	21492/21492	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202020%2013:57:00%20GMT	https://syra.pikarthouse.com/project-category/studio/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project-category/studio/index.html	(from https://syra.pikarthouse.com/)
21:02:02	61112/61112	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:35%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_011.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_011.jpg	(from https://syra.pikarthouse.com/)
21:02:02	23512/23512	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:37%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_012.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_012.jpg	(from https://syra.pikarthouse.com/)
21:02:03	89660/89660	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:39%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_013.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_013.jpg	(from https://syra.pikarthouse.com/)
21:02:03	24090/24090	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202020%2020:02:02%20GMT	https://syra.pikarthouse.com/?item_cat=14	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/indexfc3c.html	(from https://syra.pikarthouse.com/)
21:02:03	25189/25189	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202020%2020:02:02%20GMT	https://syra.pikarthouse.com/?item_cat=17	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/index3354.html	(from https://syra.pikarthouse.com/)
21:02:04	13600/13600	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:41%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_014.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_014.jpg	(from https://syra.pikarthouse.com/)
21:02:05	25473/25473	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:21%20GMT	https://syra.pikarthouse.com/project/stories-for-monday/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/stories-for-monday/index.html	(from https://syra.pikarthouse.com/)
21:02:05	25330/25330	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Feb%202020%2020:02:04%20GMT	https://syra.pikarthouse.com/?item_cat=18	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/index3b99.html	(from https://syra.pikarthouse.com/)
21:02:06	30089/30089	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:22%20GMT	https://syra.pikarthouse.com/project/dreaming-the-heights/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/dreaming-the-heights/index.html	(from https://syra.pikarthouse.com/)
21:02:06	31885/31885	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:21%20GMT	https://syra.pikarthouse.com/project/abstract-space/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/abstract-space/index.html	(from https://syra.pikarthouse.com/)
21:02:07	24535/24535	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:23%20GMT	https://syra.pikarthouse.com/project/lucis-secrets/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/lucis-secrets/index.html	(from https://syra.pikarthouse.com/)
21:02:07	24083/24083	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:24%20GMT	https://syra.pikarthouse.com/project/design-concept/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/design-concept/index.html	(from https://syra.pikarthouse.com/)
21:02:08	97734/97734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:43%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_015.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_015.jpg	(from https://syra.pikarthouse.com/)
21:02:08	34914/34914	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:25%20GMT	https://syra.pikarthouse.com/project/infinity-branding/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/infinity-branding/index.html	(from https://syra.pikarthouse.com/)
21:02:08	26385/26385	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:26%20GMT	https://syra.pikarthouse.com/project/nocturnal-typeface/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/nocturnal-typeface/index.html	(from https://syra.pikarthouse.com/)
21:02:09	93375/93375	---M--	200	added ('OK')	image/jpeg	date:Sat,%2026%20Oct%202019%2019:29:45%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/10/media_016.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/10/media_016.jpg	(from https://syra.pikarthouse.com/)
21:02:09	30355/30355	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202020%2010:47:08%20GMT	https://syra.pikarthouse.com/project/photo-guidance/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/photo-guidance/index.html	(from https://syra.pikarthouse.com/)
21:02:09	25042/25042	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:28%20GMT	https://syra.pikarthouse.com/project/fashion-exhibition/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/fashion-exhibition/index.html	(from https://syra.pikarthouse.com/)
21:02:09	36891/36891	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:27%20GMT	https://syra.pikarthouse.com/project/daily-habitat/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/daily-habitat/index.html	(from https://syra.pikarthouse.com/)
21:02:10	23997/23997	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:29%20GMT	https://syra.pikarthouse.com/project/maya-stepper/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/maya-stepper/index.html	(from https://syra.pikarthouse.com/)
21:02:11	24405/24405	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202020%2016:44:30%20GMT	https://syra.pikarthouse.com/project/poster-collection/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/poster-collection/index.html	(from https://syra.pikarthouse.com/)
21:02:11	402/402	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202020%2020:02:11%20GMT	http://syra.pikarthouse.com/wp-content/plugins/pikart-base/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/plugins/pikart-base/assets/vendor/font-awesome/fonts/fontawesome-webfont.1c3e6e.delayed	(from https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_d4cae71a84d69025489d73c1edf59692.css)
21:02:11	364268/364268	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Jan%202020%2016:43:38%20GMT	https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/js/autoptimize_c3d609e7eb334d759c1361b9921a78d7.js	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/cache/autoptimize/1/js/autoptimize_c3d609e7eb334d759c1361b9921a78d7.js	(from https://syra.pikarthouse.com/)
21:02:14	376/376	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202020%2020:02:12%20GMT	http://syra.pikarthouse.com/wp-content/themes/syra/assets/css/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/themes/syra/assets/css/fonts/Simple-Line-Iconsb26c.eot	(from https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_d4cae71a84d69025489d73c1edf59692.css)
21:02:15	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2006%20Nov%202019%2021:39:55%20GMT	https://syra.pikarthouse.com/wp-content/plugins/pikart-base/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/plugins/pikart-base/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_d4cae71a84d69025489d73c1edf59692.css)
21:02:15	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2007%20Jan%202020%2022:47:35%20GMT	https://syra.pikarthouse.com/wp-content/themes/syra/assets/css/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/themes/syra/assets/css/fonts/Simple-Line-Iconsb26c.eot	(from https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_d4cae71a84d69025489d73c1edf59692.css)
21:02:16	83/83	---M--	409	error ('Conflict')	text/html	date:Sun,%2002%20Feb%202020%2020:02:15%20GMT	https://syra.pikarthouse.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/xmlrpc0db0.html	(from https://syra.pikarthouse.com/)
21:02:16	5449/5449	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Jan%202020%2016:43:39%20GMT	https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_single_8d20a0fee59b2392d59a6b46fe11432c.css?ver=1577909666	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_single_8d20a0fee59b2392d59a6b46fe11432cc005.css	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202020%2020:02:17%20GMT	https://syra.pikarthouse.com/?p=2114	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/index4faf.html	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:18	444955/444955	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Jan%202020%2016:43:39%20GMT	https://syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_3fea5078ac2d75f6f8f788e2914b55af.css	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/cache/autoptimize/1/css/autoptimize_3fea5078ac2d75f6f8f788e2914b55af.css	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:18	2252/2252	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Feb%202020%2020:02:17%20GMT	https://syra.pikarthouse.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsyra.pikarthouse.com%2Fstudio-showcase%2F	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-json/oembed/1.0/embed53eb.json	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:19	2349/2349	---MC-	200	added ('OK')	text/xml	date:Sun,%2002%20Feb%202020%2020:02:18%20GMT	https://syra.pikarthouse.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsyra.pikarthouse.com%2Fstudio-showcase%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-json/oembed/1.0/embed94fd	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:20	24288/24288	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202020%2010:54:20%20GMT	https://syra.pikarthouse.com/project/abstract-life/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/abstract-life/index.html	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:20	93025/93025	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Nov%202019%2020:13:12%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/11/media_127.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/11/media_127.jpg	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:20	23775/23775	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202020%2013:21:19%20GMT	https://syra.pikarthouse.com/project/smart-workspace/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/smart-workspace/index.html	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:20	159546/159546	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Nov%202019%2020:13:09%20GMT	https://syra.pikarthouse.com/wp-content/uploads/2019/11/media_126.jpg	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-content/uploads/2019/11/media_126.jpg	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:21	32925/32925	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202020%2014:30:07%20GMT	https://syra.pikarthouse.com/project/underwater/	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/project/underwater/index.html	(from https://syra.pikarthouse.com/studio-showcase/)
21:02:21	2382/2382	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Feb%202020%2020:02:20%20GMT	https://syra.pikarthouse.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsyra.pikarthouse.com%2Fparallax-grid%2F	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-json/oembed/1.0/embed3374.json	(from https://syra.pikarthouse.com/parallax-grid/)
21:02:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Feb%202020%2020:02:21%20GMT	https://syra.pikarthouse.com/?p=2149	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/index756f.html	(from https://syra.pikarthouse.com/parallax-grid/)
21:02:22	2517/2517	---MC-	200	added ('OK')	text/xml	date:Sun,%2002%20Feb%202020%2020:02:21%20GMT	https://syra.pikarthouse.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsyra.pikarthouse.com%2Fparallax-grid%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-json/oembed/1.0/embed5abb	(from https://syra.pikarthouse.com/parallax-grid/)
21:02:22	83/83	---M--	409	error ('Conflict')	text/html	date:Sun,%2002%20Feb%202020%2020:02:22%20GMT	https://syra.pikarthouse.com/wp-login.php	C:/My%20Web%20Sites/Portfolio%20AMZA/syra.pikarthouse.com/wp-login.php	(from https://syra.pikarthouse.com/parallax-grid/)
